FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,4,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,83
2020/2021,4,E54000032,Kent and Medway,Number of maternities,4395
2020/2021,4,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,3868
2020/2021,4,E54000032,Kent and Medway,Women known to be smokers at time of delivery,510
2020/2021,4,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,17
2020/2021,4,E54000034,Frimley Health and Care ICS,Number of maternities,1956
2020/2021,4,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1846
2020/2021,4,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,107
2020/2021,4,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E54000042,Hampshire and the Isle of Wight,Number of maternities,3989
2020/2021,4,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,3615
2020/2021,4,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,325
2020/2021,4,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,49
2020/2021,4,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4006
2020/2021,4,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,3750
2020/2021,4,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,225
2020/2021,4,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,31
2020/2021,4,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2388
2020/2021,4,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2244
2020/2021,4,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,129
2020/2021,4,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,15
2020/2021,4,E54000053,Sussex Health and Care Partnership,Number of maternities,3479
2020/2021,4,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3091
2020/2021,4,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,302
2020/2021,4,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,86
2020/2021,4,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1088
2020/2021,4,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,956
2020/2021,4,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,125
2020/2021,4,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,7
2020/2021,4,E54000037,Devon,Number of maternities,2377
2020/2021,4,E54000037,Devon,Women known to be non-smokers at time of delivery,1946
2020/2021,4,E54000037,Devon,Women known to be smokers at time of delivery,203
2020/2021,4,E54000037,Devon,Women whose smoking status was not known at time of delivery,228
2020/2021,4,E54000038,Somerset,Number of maternities,1189
2020/2021,4,E54000038,Somerset,Women known to be non-smokers at time of delivery,1051
2020/2021,4,E54000038,Somerset,Women known to be smokers at time of delivery,118
2020/2021,4,E54000038,Somerset,Women whose smoking status was not known at time of delivery,20
2020/2021,4,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2434
2020/2021,4,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2219
2020/2021,4,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,215
2020/2021,4,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,0
2020/2021,4,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2061
2020/2021,4,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,1886
2020/2021,4,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,174
2020/2021,4,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,1
2020/2021,4,E54000041,Dorset,Number of maternities,1503
2020/2021,4,E54000041,Dorset,Women known to be non-smokers at time of delivery,1289
2020/2021,4,E54000041,Dorset,Women known to be smokers at time of delivery,130
2020/2021,4,E54000041,Dorset,Women whose smoking status was not known at time of delivery,84
2020/2021,4,E54000043,Gloucestershire,Number of maternities,1320
2020/2021,4,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1152
2020/2021,4,E54000043,Gloucestershire,Women known to be smokers at time of delivery,126
2020/2021,4,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,42
2020/2021,4,E54000021,Cambridgeshire and Peterborough,Number of maternities,2196
2020/2021,4,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,1866
2020/2021,4,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,221
2020/2021,4,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,109
2020/2021,4,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,1906
2020/2021,4,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1680
2020/2021,4,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,225
2020/2021,4,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E54000023,Suffolk and North East Essex,Number of maternities,2126
2020/2021,4,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,1922
2020/2021,4,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,173
2020/2021,4,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,31
2020/2021,4,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,2723
2020/2021,4,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2208
2020/2021,4,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,193
2020/2021,4,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,322
2020/2021,4,E54000025,Hertfordshire and West Essex,Number of maternities,2921
2020/2021,4,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,2728
2020/2021,4,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,169
2020/2021,4,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,24
2020/2021,4,E54000026,Mid and South Essex,Number of maternities,2570
2020/2021,4,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2298
2020/2021,4,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,214
2020/2021,4,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,58
2020/2021,4,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2646
2020/2021,4,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2326
2020/2021,4,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,286
2020/2021,4,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,34
2020/2021,4,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1013
2020/2021,4,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,890
2020/2021,4,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,122
2020/2021,4,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E54000012,Joined Up Care Derbyshire,Number of maternities,2210
2020/2021,4,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,1965
2020/2021,4,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,241
2020/2021,4,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,4
2020/2021,4,E54000013,Lincolnshire,Number of maternities,1562
2020/2021,4,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1302
2020/2021,4,E54000013,Lincolnshire,Women known to be smokers at time of delivery,237
2020/2021,4,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,23
2020/2021,4,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2219
2020/2021,4,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,1879
2020/2021,4,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,286
2020/2021,4,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,54
2020/2021,4,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2184
2020/2021,4,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,1987
2020/2021,4,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,197
2020/2021,4,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0
2020/2021,4,E54000016,The Black Country and West Birmingham,Number of maternities,3867
2020/2021,4,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3456
2020/2021,4,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,382
2020/2021,4,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,29
2020/2021,4,E54000017,Birmingham and Solihull,Number of maternities,3328
2020/2021,4,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3033
2020/2021,4,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,256
2020/2021,4,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,39
2020/2021,4,E54000018,Coventry and Warwickshire,Number of maternities,2319
2020/2021,4,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2060
2020/2021,4,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,209
2020/2021,4,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,50
2020/2021,4,E54000019,Herefordshire and Worcestershire,Number of maternities,1579
2020/2021,4,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1413
2020/2021,4,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,163
2020/2021,4,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E54000020,Northamptonshire,Number of maternities,1821
2020/2021,4,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1587
2020/2021,4,E54000020,Northamptonshire,Women known to be smokers at time of delivery,220
2020/2021,4,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,14
2020/2021,4,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3414
2020/2021,4,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,2963
2020/2021,4,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,404
2020/2021,4,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,47
2020/2021,4,E54000050,Cumbria and North East,Number of maternities,6398
2020/2021,4,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,5557
2020/2021,4,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,810
2020/2021,4,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,31
2020/2021,4,E54000051,"Humber, Coast and Vale",Number of maternities,3446
2020/2021,4,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,2959
2020/2021,4,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,479
2020/2021,4,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,8
2020/2021,4,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,3963
2020/2021,4,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,3449
2020/2021,4,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,502
2020/2021,4,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,12
2020/2021,4,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,7873
2020/2021,4,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,7185
2020/2021,4,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be smokers at time of delivery,688
2020/2021,4,E54000007,Greater Manchester Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E54000008,Cheshire and Merseyside,Number of maternities,5433
2020/2021,4,E54000008,Cheshire and Merseyside,Women known to be non-smokers at time of delivery,4766
2020/2021,4,E54000008,Cheshire and Merseyside,Women known to be smokers at time of delivery,590
2020/2021,4,E54000008,Cheshire and Merseyside,Women whose smoking status was not known at time of delivery,77
2020/2021,4,E54000048,Healthier Lancashire and South Cumbria,Number of maternities,3802
2020/2021,4,E54000048,Healthier Lancashire and South Cumbria,Women known to be non-smokers at time of delivery,3352
2020/2021,4,E54000048,Healthier Lancashire and South Cumbria,Women known to be smokers at time of delivery,442
2020/2021,4,E54000048,Healthier Lancashire and South Cumbria,Women whose smoking status was not known at time of delivery,8
2020/2021,4,E38000020,NHS Brent CCG,Number of maternities,1007
2020/2021,4,E38000020,NHS Brent CCG,Women known to be non-smokers at time of delivery,975
2020/2021,4,E38000020,NHS Brent CCG,Women known to be smokers at time of delivery,31
2020/2021,4,E38000020,NHS Brent CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000031,NHS Central London (Westminster) CCG,Number of maternities,342
2020/2021,4,E38000031,NHS Central London (Westminster) CCG,Women known to be non-smokers at time of delivery,330
2020/2021,4,E38000031,NHS Central London (Westminster) CCG,Women known to be smokers at time of delivery,10
2020/2021,4,E38000031,NHS Central London (Westminster) CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000048,NHS Ealing CCG,Number of maternities,934
2020/2021,4,E38000048,NHS Ealing CCG,Women known to be non-smokers at time of delivery,909
2020/2021,4,E38000048,NHS Ealing CCG,Women known to be smokers at time of delivery,24
2020/2021,4,E38000048,NHS Ealing CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000070,NHS Hammersmith and Fulham CCG,Number of maternities,584
2020/2021,4,E38000070,NHS Hammersmith and Fulham CCG,Women known to be non-smokers at time of delivery,564
2020/2021,4,E38000070,NHS Hammersmith and Fulham CCG,Women known to be smokers at time of delivery,19
2020/2021,4,E38000070,NHS Hammersmith and Fulham CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000074,NHS Harrow CCG,Number of maternities,752
2020/2021,4,E38000074,NHS Harrow CCG,Women known to be non-smokers at time of delivery,713
2020/2021,4,E38000074,NHS Harrow CCG,Women known to be smokers at time of delivery,38
2020/2021,4,E38000074,NHS Harrow CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000082,NHS Hillingdon CCG,Number of maternities,740
2020/2021,4,E38000082,NHS Hillingdon CCG,Women known to be non-smokers at time of delivery,698
2020/2021,4,E38000082,NHS Hillingdon CCG,Women known to be smokers at time of delivery,42
2020/2021,4,E38000082,NHS Hillingdon CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000084,NHS Hounslow CCG,Number of maternities,504
2020/2021,4,E38000084,NHS Hounslow CCG,Women known to be non-smokers at time of delivery,487
2020/2021,4,E38000084,NHS Hounslow CCG,Women known to be smokers at time of delivery,17
2020/2021,4,E38000084,NHS Hounslow CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000202,NHS West London CCG,Number of maternities,486
2020/2021,4,E38000202,NHS West London CCG,Women known to be non-smokers at time of delivery,478
2020/2021,4,E38000202,NHS West London CCG,Women known to be smokers at time of delivery,6
2020/2021,4,E38000202,NHS West London CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000240,NHS North Central London CCG,Number of maternities,3913
2020/2021,4,E38000240,NHS North Central London CCG,Women known to be non-smokers at time of delivery,3678
2020/2021,4,E38000240,NHS North Central London CCG,Women known to be smokers at time of delivery,199
2020/2021,4,E38000240,NHS North Central London CCG,Women whose smoking status was not known at time of delivery,36
2020/2021,4,E38000004,NHS Barking and Dagenham CCG,Number of maternities,677
2020/2021,4,E38000004,NHS Barking and Dagenham CCG,Women known to be non-smokers at time of delivery,627
2020/2021,4,E38000004,NHS Barking and Dagenham CCG,Women known to be smokers at time of delivery,50
2020/2021,4,E38000004,NHS Barking and Dagenham CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000035,NHS City and Hackney CCG,Number of maternities,1055
2020/2021,4,E38000035,NHS City and Hackney CCG,Women known to be non-smokers at time of delivery,1013
2020/2021,4,E38000035,NHS City and Hackney CCG,Women known to be smokers at time of delivery,42
2020/2021,4,E38000035,NHS City and Hackney CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000077,NHS Havering CCG,Number of maternities,698
2020/2021,4,E38000077,NHS Havering CCG,Women known to be non-smokers at time of delivery,658
2020/2021,4,E38000077,NHS Havering CCG,Women known to be smokers at time of delivery,40
2020/2021,4,E38000077,NHS Havering CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000113,NHS Newham CCG,Number of maternities,1172
2020/2021,4,E38000113,NHS Newham CCG,Women known to be non-smokers at time of delivery,1115
2020/2021,4,E38000113,NHS Newham CCG,Women known to be smokers at time of delivery,55
2020/2021,4,E38000113,NHS Newham CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000138,NHS Redbridge CCG,Number of maternities,918
2020/2021,4,E38000138,NHS Redbridge CCG,Women known to be non-smokers at time of delivery,887
2020/2021,4,E38000138,NHS Redbridge CCG,Women known to be smokers at time of delivery,30
2020/2021,4,E38000138,NHS Redbridge CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000186,NHS Tower Hamlets CCG,Number of maternities,983
2020/2021,4,E38000186,NHS Tower Hamlets CCG,Women known to be non-smokers at time of delivery,956
2020/2021,4,E38000186,NHS Tower Hamlets CCG,Women known to be smokers at time of delivery,25
2020/2021,4,E38000186,NHS Tower Hamlets CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,4,E38000192,NHS Waltham Forest CCG,Number of maternities,903
2020/2021,4,E38000192,NHS Waltham Forest CCG,Women known to be non-smokers at time of delivery,856
2020/2021,4,E38000192,NHS Waltham Forest CCG,Women known to be smokers at time of delivery,43
2020/2021,4,E38000192,NHS Waltham Forest CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,4,E38000244,NHS South East London CCG,Number of maternities,4727
2020/2021,4,E38000244,NHS South East London CCG,Women known to be non-smokers at time of delivery,4487
2020/2021,4,E38000244,NHS South East London CCG,Women known to be smokers at time of delivery,185
2020/2021,4,E38000244,NHS South East London CCG,Women whose smoking status was not known at time of delivery,55
2020/2021,4,E38000245,NHS South West London CCG,Number of maternities,3869
2020/2021,4,E38000245,NHS South West London CCG,Women known to be non-smokers at time of delivery,3582
2020/2021,4,E38000245,NHS South West London CCG,Women known to be smokers at time of delivery,204
2020/2021,4,E38000245,NHS South West London CCG,Women whose smoking status was not known at time of delivery,83
2020/2021,4,E38000237,NHS Kent and Medway CCG,Number of maternities,4395
2020/2021,4,E38000237,NHS Kent and Medway CCG,Women known to be non-smokers at time of delivery,3868
2020/2021,4,E38000237,NHS Kent and Medway CCG,Women known to be smokers at time of delivery,510
2020/2021,4,E38000237,NHS Kent and Medway CCG,Women whose smoking status was not known at time of delivery,17
2020/2021,4,E38000118,NHS North East Hampshire and Farnham CCG,Number of maternities,599
2020/2021,4,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be non-smokers at time of delivery,566
2020/2021,4,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be smokers at time of delivery,33
2020/2021,4,E38000118,NHS North East Hampshire and Farnham CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000178,NHS Surrey Heath CCG,Number of maternities,213
2020/2021,4,E38000178,NHS Surrey Heath CCG,Women known to be non-smokers at time of delivery,200
2020/2021,4,E38000178,NHS Surrey Heath CCG,Women known to be smokers at time of delivery,13
2020/2021,4,E38000178,NHS Surrey Heath CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000224,NHS East Berkshire CCG,Number of maternities,1144
2020/2021,4,E38000224,NHS East Berkshire CCG,Women known to be non-smokers at time of delivery,1080
2020/2021,4,E38000224,NHS East Berkshire CCG,Women known to be smokers at time of delivery,61
2020/2021,4,E38000224,NHS East Berkshire CCG,Women whose smoking status was not known at time of delivery,3
2020/2021,4,E38000059,NHS Fareham and Gosport CCG,Number of maternities,392
2020/2021,4,E38000059,NHS Fareham and Gosport CCG,Women known to be non-smokers at time of delivery,355
2020/2021,4,E38000059,NHS Fareham and Gosport CCG,Women known to be smokers at time of delivery,29
2020/2021,4,E38000059,NHS Fareham and Gosport CCG,Women whose smoking status was not known at time of delivery,8
2020/2021,4,E38000087,NHS Isle of Wight CCG,Number of maternities,206
2020/2021,4,E38000087,NHS Isle of Wight CCG,Women known to be non-smokers at time of delivery,167
2020/2021,4,E38000087,NHS Isle of Wight CCG,Women known to be smokers at time of delivery,38
2020/2021,4,E38000087,NHS Isle of Wight CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000120,NHS North Hampshire CCG,Number of maternities,631
2020/2021,4,E38000120,NHS North Hampshire CCG,Women known to be non-smokers at time of delivery,595
2020/2021,4,E38000120,NHS North Hampshire CCG,Women known to be smokers at time of delivery,35
2020/2021,4,E38000120,NHS North Hampshire CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000137,NHS Portsmouth CCG,Number of maternities,535
2020/2021,4,E38000137,NHS Portsmouth CCG,Women known to be non-smokers at time of delivery,479
2020/2021,4,E38000137,NHS Portsmouth CCG,Women known to be smokers at time of delivery,40
2020/2021,4,E38000137,NHS Portsmouth CCG,Women whose smoking status was not known at time of delivery,16
2020/2021,4,E38000154,NHS South Eastern Hampshire CCG,Number of maternities,443
2020/2021,4,E38000154,NHS South Eastern Hampshire CCG,Women known to be non-smokers at time of delivery,391
2020/2021,4,E38000154,NHS South Eastern Hampshire CCG,Women known to be smokers at time of delivery,37
2020/2021,4,E38000154,NHS South Eastern Hampshire CCG,Women whose smoking status was not known at time of delivery,15
2020/2021,4,E38000167,NHS Southampton CCG,Number of maternities,662
2020/2021,4,E38000167,NHS Southampton CCG,Women known to be non-smokers at time of delivery,587
2020/2021,4,E38000167,NHS Southampton CCG,Women known to be smokers at time of delivery,71
2020/2021,4,E38000167,NHS Southampton CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,4,E38000198,NHS West Hampshire CCG,Number of maternities,1120
2020/2021,4,E38000198,NHS West Hampshire CCG,Women known to be non-smokers at time of delivery,1041
2020/2021,4,E38000198,NHS West Hampshire CCG,Women known to be smokers at time of delivery,75
2020/2021,4,E38000198,NHS West Hampshire CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,4,E38000136,NHS Oxfordshire CCG,Number of maternities,1499
2020/2021,4,E38000136,NHS Oxfordshire CCG,Women known to be non-smokers at time of delivery,1387
2020/2021,4,E38000136,NHS Oxfordshire CCG,Women known to be smokers at time of delivery,103
2020/2021,4,E38000136,NHS Oxfordshire CCG,Women whose smoking status was not known at time of delivery,9
2020/2021,4,E38000221,NHS Berkshire West CCG,Number of maternities,1207
2020/2021,4,E38000221,NHS Berkshire West CCG,Women known to be non-smokers at time of delivery,1122
2020/2021,4,E38000221,NHS Berkshire West CCG,Women known to be smokers at time of delivery,68
2020/2021,4,E38000221,NHS Berkshire West CCG,Women whose smoking status was not known at time of delivery,17
2020/2021,4,E38000223,NHS Buckinghamshire CCG,Number of maternities,1300
2020/2021,4,E38000223,NHS Buckinghamshire CCG,Women known to be non-smokers at time of delivery,1241
2020/2021,4,E38000223,NHS Buckinghamshire CCG,Women known to be smokers at time of delivery,54
2020/2021,4,E38000223,NHS Buckinghamshire CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,4,E38000246,NHS Surrey Heartlands CCG,Number of maternities,2388
2020/2021,4,E38000246,NHS Surrey Heartlands CCG,Women known to be non-smokers at time of delivery,2244
2020/2021,4,E38000246,NHS Surrey Heartlands CCG,Women known to be smokers at time of delivery,129
2020/2021,4,E38000246,NHS Surrey Heartlands CCG,Women whose smoking status was not known at time of delivery,15
2020/2021,4,E38000021,NHS Brighton and Hove CCG,Number of maternities,537
2020/2021,4,E38000021,NHS Brighton and Hove CCG,Women known to be non-smokers at time of delivery,498
2020/2021,4,E38000021,NHS Brighton and Hove CCG,Women known to be smokers at time of delivery,29
2020/2021,4,E38000021,NHS Brighton and Hove CCG,Women whose smoking status was not known at time of delivery,10
2020/2021,4,E38000235,NHS East Sussex CCG,Number of maternities,1044
2020/2021,4,E38000235,NHS East Sussex CCG,Women known to be non-smokers at time of delivery,920
2020/2021,4,E38000235,NHS East Sussex CCG,Women known to be smokers at time of delivery,119
2020/2021,4,E38000235,NHS East Sussex CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,4,E38000248,NHS West Sussex CCG,Number of maternities,1898
2020/2021,4,E38000248,NHS West Sussex CCG,Women known to be non-smokers at time of delivery,1673
2020/2021,4,E38000248,NHS West Sussex CCG,Women known to be smokers at time of delivery,154
2020/2021,4,E38000248,NHS West Sussex CCG,Women whose smoking status was not known at time of delivery,71
2020/2021,4,E38000089,NHS Kernow CCG,Number of maternities,1088
2020/2021,4,E38000089,NHS Kernow CCG,Women known to be non-smokers at time of delivery,956
2020/2021,4,E38000089,NHS Kernow CCG,Women known to be smokers at time of delivery,125
2020/2021,4,E38000089,NHS Kernow CCG,Women whose smoking status was not known at time of delivery,7
2020/2021,4,E38000230,NHS Devon CCG,Number of maternities,2377
2020/2021,4,E38000230,NHS Devon CCG,Women known to be non-smokers at time of delivery,1946
2020/2021,4,E38000230,NHS Devon CCG,Women known to be smokers at time of delivery,203
2020/2021,4,E38000230,NHS Devon CCG,Women whose smoking status was not known at time of delivery,228
2020/2021,4,E38000150,NHS Somerset CCG,Number of maternities,1189
2020/2021,4,E38000150,NHS Somerset CCG,Women known to be non-smokers at time of delivery,1051
2020/2021,4,E38000150,NHS Somerset CCG,Women known to be smokers at time of delivery,118
2020/2021,4,E38000150,NHS Somerset CCG,Women whose smoking status was not known at time of delivery,20
2020/2021,4,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Number of maternities,2434
2020/2021,4,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be non-smokers at time of delivery,2219
2020/2021,4,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women known to be smokers at time of delivery,215
2020/2021,4,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",Women whose smoking status was not known at time of delivery,0
2020/2021,4,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Number of maternities,2061
2020/2021,4,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be non-smokers at time of delivery,1886
2020/2021,4,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women known to be smokers at time of delivery,174
2020/2021,4,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Women whose smoking status was not known at time of delivery,1
2020/2021,4,E38000045,NHS Dorset CCG,Number of maternities,1503
2020/2021,4,E38000045,NHS Dorset CCG,Women known to be non-smokers at time of delivery,1289
2020/2021,4,E38000045,NHS Dorset CCG,Women known to be smokers at time of delivery,130
2020/2021,4,E38000045,NHS Dorset CCG,Women whose smoking status was not known at time of delivery,84
2020/2021,4,E38000062,NHS Gloucestershire CCG,Number of maternities,1320
2020/2021,4,E38000062,NHS Gloucestershire CCG,Women known to be non-smokers at time of delivery,1152
