QS_id,QS_statement_id,measure_text,measure_type,measure_number,QS_measure_id,measure_number,Numerator,Denominator
143,Diagnosing and managing menopause in women,"Proportion of women over 45 years diagnosed with perimenopause and menopause whose diagnosis is based on their symptoms alone, without confirmatory laboratory tests.",Process,2,Diagnosing and managing menopause in women.P1,1,"the number in the denominator whose diagnosis is based on their symptoms alone, without confirmatory laboratory tests.",the number of women over 45 years diagnosed with perimenopause or menopause.
143,Diagnosing and managing menopause in women,Proportion of women over 45 years with menopause who felt reassured by their healthcare professional about their diagnosis.,Outcome,3,Diagnosing and managing menopause in women.O1,1,,
143,Diagnosing and managing menopause in women,Number of laboratory tests to confirm a diagnosis of menopause in women over 45 years.,Outcome,4,Diagnosing and managing menopause in women.O2,2,,
143,Diagnosing and managing menopause in women,Evidence of local arrangements to ensure that women under 40 years presenting with menopausal symptoms have their FSH levels measured.,Structure,5,Diagnosing and managing menopause in women.S1,1,,
143,Diagnosing and managing menopause in women,Proportion of women under 40 years presenting with menopausal symptoms who have their FSH levels measured.,Process,6,Diagnosing and managing menopause in women.P1,1, the number in the denominator who have their FSH levels measured.,the number of women under 40 years presenting with menopausal symptoms.
143,Diagnosing and managing menopause in women,Proportion of women with premature ovarian insufficiency who had a positive experience of the diagnostic process.,Outcome,7,Diagnosing and managing menopause in women.O1,1,,
143,Diagnosing and managing menopause in women,Average time to diagnosis of premature ovarian insufficiency from first presenting with menopausal symptoms for women under 40 years.,Outcome,8,Diagnosing and managing menopause in women.O2,2,,
143,Diagnosing and managing menopause in women,Incidence of premature ovarian insufficiency.,Outcome,9,Diagnosing and managing menopause in women.O3,3,,
143,Diagnosing and managing menopause in women,Evidence of local arrangements to ensure that women with premature ovarian insufficiency are offered HRT or a combined hormonal contraceptive.,Structure,10,Diagnosing and managing menopause in women.S1,1,,
143,Diagnosing and managing menopause in women,Proportion of women with premature ovarian insufficiency who receive HRT or a combined hormonal contraceptive.,Process,11,Diagnosing and managing menopause in women.P1,1,the number in the denominator receiving HRT or a combined hormonal contraceptive.,the number of women with premature ovarian insufficiency.
143,Diagnosing and managing menopause in women,Health-related quality of life for women with premature ovarian insufficiency.,Outcome,12,Diagnosing and managing menopause in women.O1,1,,
143,Diagnosing and managing menopause in women,"Long-term health effects (for example, osteoporosis or cardiovascular disease) in women with premature ovarian insufficiency.",Outcome,13,Diagnosing and managing menopause in women.O2,2,,
143,Diagnosing and managing menopause in women,Evidence of local arrangements to ensure that women having treatment for menopausal symptoms have a review 3 months after starting each treatment and then at least annually.,Structure,14,Diagnosing and managing menopause in women.S1,1,,
143,Diagnosing and managing menopause in women,Proportion of women having treatment for menopausal symptoms who have a review 3 months after starting treatment.,Process,15,Diagnosing and managing menopause in women.P1,1,the number in the denominator who have a review 3 months after starting treatment.,the number of women having treatment for menopausal symptoms.
143,Diagnosing and managing menopause in women,Proportion of women receiving treatment for menopausal symptoms who have an annual review within 12 months of the 3-month review or last annual review.,Process,16,Diagnosing and managing menopause in women.P2,2,the number in the denominator who have an annual review within 12 months of the 3-month review or last annual review.,the number of women receiving treatment for menopausal symptoms.
143,Diagnosing and managing menopause in women,Evidence of local arrangements to ensure that women who are likely to go through menopause as a result of medical or surgical treatment are given information about menopause and fertility before they have their treatment.,Structure,17,Diagnosing and managing menopause in women.S1,1,,
143,Diagnosing and managing menopause in women,Proportion of women having medical or surgical treatment that is likely to cause the menopause who are given information about menopause and fertility before they have their treatment.,Process,18,Diagnosing and managing menopause in women.P1,1,the number in the denominator who are given information about menopause and fertility before they have their treatment.,the number of women who have medical or surgical treatment that is likely to cause the menopause.
143,Diagnosing and managing menopause in women,Women having medical or surgical treatment that is likely to cause the menopause are aware of the symptoms of menopause.,Outcome,19,Diagnosing and managing menopause in women.O1,1,,
144,,Evidence of local arrangements and systems to ensure that it is recognised when an adult may be entering the last days of life.,Structure,1,.S1,1,,
144,,"Evidence of local arrangements and systems to monitor signs and symptoms of adults thought to be in the last days of life, and to review changes in a person's condition to help determine if they are nearing death, stabilising or recovering.",Structure,2,.S2,2,,
144,,Proportion of adult deaths with documented evidence that it was recognised that the person was in the last days of life.,Process,3,.P1,1,The number in the denominator in which the care records show it was recognised that the adult was in the last days of life.,The number of adult deaths.
144,,Proportion of adults recognised as being in the last days of life with documented evidence that their signs and symptoms were monitored at least daily.,Process,4,.P2,2,The number in the denominator in which the care records show evidence of monitoring of signs and symptoms at least daily.,The number of adults recognised as being in the last days of life.
144,,"Proportion of adults thought to be in the last days of life given care appropriate to whether they were nearing death, stabilising or recovering.",Outcome,5,.O1,1,,
144,,"Evidence of local arrangements to ensure that adults in the last days of life, and the people important to them, are given opportunities to discuss and develop individualised care plans.",Structure,6,.S1,1,,
144,,Evidence of local arrangements to ensure that adults in the last days of life have their individualised care plans reviewed.,Structure,7,.S2,2,,
144,,"Proportion of adults recognised as being in the last days of life, and the people important to them, who are given opportunities to discuss and develop an individualised care plan.",Process,8,.P1,1,"The number in the denominator with care records that show the person who was in the last days of life, and the people important to them, were given opportunities to discuss and develop an individualised care plan.",The number of adults recognised as being in the last days of life.
144,,Proportion of adults recognised as being in the last days of life who have an individualised care plan.,Process,9,.P2,2,The number in the denominator with an individualised care plan.,Number of adults recognised as being in the last days of life.
144,,Proportion of adults recognised as being in the last days of life whose individualised care plan was followed.,Process,10,.P3,3,The number in the denominator whose individualised care plan was followed.,The number of adults recognised as being in the last days of life.
144,,Proportion of adults who feel they have choice and control over their care in the last days of life.,Outcome,11,.O1,1,,
144,,Evidence of local arrangements to ensure that adults in the last days of life are assessed for likely symptoms and are prescribed anticipatory medicines.,Structure,12,.S1,1,,
144,,Proportion of adults recognised as being in the last days of life who have their prescribing needs assessed for symptoms likely to occur in their last days of life.,Process,13,.P1,1,The number in the denominator whose prescribing needs have been assessed for symptoms likely to occur in the last days of life.,Number of adults recognised as being in the last days of life.
144,,"Proportion of adults recognised as being in the last days of life prescribed anticipatory medicines with individualised indications for use, dosage and route of administration.",Process,14,.P2,2,"The number in the denominator with care records that show anticipatory medicines have been prescribed with individualised indications for use, dosage and route of administration.",Number of adults recognised as being in the last days of life.
144,,Proportion of adults who had their key symptoms controlled in the last days of life.,Outcome,15,.O1,1,,
144,,Evidence of local arrangements to ensure that adults in the last days of life have their hydration status assessed daily.,Structure,16,.S1,1,,
144,,"Evidence of local arrangements to ensure that adults in the last days of life, and the people important to them, have discussions about the risks and benefits of hydration options.",Structure,17,.S2,2,,
144,,Proportion of adults recognised as being in the last days of life who have their hydration status assessed daily.,Process,18,.P1,1,The number in the denominator who have their hydration status assessed daily.,The number of adults recognised as being in the last days of life.
144,,Proportion of adults recognised as being in the last days of life who have a discussion about the risks and benefits of hydration options.,Process,19,.P2,2,The number in the denominator whose individual care plan shows that there has been a discussion about the risks and benefits of hydration options.,The number of adults recognised as being in the last days of life.
144,,Proportion of adults who felt comfortable in the last days of life.,Outcome,20,.O1,1,,
144,,Proportion of bereaved people who feel satisfied that the person who has died was supported to drink or receive fluids if they wished.,Outcome,21,.O2,2,,
145,,Proportion of children and young people who have up-to-date medical records that include preferred methods of contact.,Process,1,.P1,1,The number in the denominator who have up-to-date medical records that include preferred method of contact.,the number of children and young people.
145,,Proportion of children and young people who do not attend their vaccination appointment who are followed up.,Process,2,.P2,2,The number in the denominator who are followed up.,The number of children and young people who do not attend their vaccination appointment.
145,,Vaccination coverage in under 19s.,Outcome,3,.O1,1,,
145,,Evidence of local arrangements to ensure that children and young people identified as having missed childhood vaccinations are offered the outstanding vaccinations.,Structure,4,.S1,1,,
145,,Proportion of children and young people identified as having missed childhood vaccinations who are offered the outstanding vaccinations.,Process,5,.P1,1,The number in the denominator who are offered the outstanding vaccinations.,The number of children and young people identified as having missed childhood vaccinations.
145,,Proportion of children and young people identified as having missed childhood vaccinations who are offered a referral to a service where they can receive outstanding vaccinations.,Process,6,.P2,2,The number in the denominator who are offered a referral to a service where they can receive outstanding vaccinations.,The number of children and young people identified as having missed childhood vaccinations.
145,,Vaccination coverage in under 19s.,Outcome,7,.O1,1,,
145,,Evidence of local arrangements to ensure that children and young people receiving a vaccination have it recorded electronically in their GP record.,Structure,8,.S1,1,,
145,,Evidence of local arrangements to ensure that children and young people receiving a vaccination have it recorded on the CHIS.,Structure,9,.S2,2,,
145,,Evidence of local arrangements to ensure that children and young people receiving a vaccination have it recorded in their personal child health record.,Structure,10,.S3,3,,
145,,Proportion of children and young people receiving a vaccination who have it recorded on their GP record and personal child health record.,Process,11,.P1,1,The number in the denominator who have their vaccination recorded on their GP record and personal child health record.,The number of children and young people receiving a vaccination identified as receiving one by CHIS.
145,,Accurate planning for future population immunisation programmes and appointment requirements.,Outcome,12,.O1,1,,
145,,Timely administration of vaccines to children and young people.,Outcome,13,.O2,2,,
145,,Evidence of local arrangements to ensure that children and young people have their immunisation status checked at specific educational stages.,Structure,14,.S1,1,,
145,,Proportion of children aged under 5 years who have their immunisation status checked at preschool entry by a health visitor.,Process,15,.P1,1,the number in the denominator who have their immunisation status checked at preschool entry by the Healthy Child Programme team.,the number of children aged under 5 years.
145,,Proportion of children aged 4 to 5 years who have their immunisation status checked at school entry.,Process,16,.P2,2,the number in the denominator who have their immunisation status checked at school entry.,The number of children aged under 5 years.
145,,Proportion of children and young people aged 4 to 19 years who have their immunisation status checked when they transfer to a new school.,Process,17,.P3,3,the number in the denominator who have their immunisation status checked when they transfer to a new school.,the number of children and young people aged 5 to 19 years transferring to a new school.
145,,Proportion of young people aged under 19 years who have their immunisation status checked at further educational setting entry.,Process,18,.P4,4,the number in the denominator who have their immunisation status checked at further educational setting entry.,The number of young people aged under 19 years entering a further educational setting.
145,,Identified children and young people in education with gaps in vaccination history.,Outcome,19,.O1,1,,
145,,Vaccine uptake in children and young people.,Outcome,20,.O2,2,,
145,,Evidence of local arrangements to ensure that young offenders have their immunisation status checked within 7 days of arrival into a secure setting.,Structure,21,.S1,1,,
145,,Evidence of local arrangements to ensure that young offenders in secure settings are offered outstanding vaccinations.,Structure,22,.S2,2,,
145,,Proportion of young offenders in secure settings who have their immunisation status checked within 7 days of arrival into a secure setting.,Process,23,.P1,1,The number in the denominator who have their immunisation status checked within 7 days of arrival into a secure setting.,The number of young people entering secure settings.
145,,Proportion of young offenders in secure settings identified as having gaps in their immunisation history who are offered outstanding vaccinations.,Process,24,.P2,2,The number in the denominator who are offered outstanding vaccinations.,The number of young people entering secure settings identified as having gaps in their immunisation history.
145,,Immunisation coverage in young offenders.,Outcome,25,.O1,1,,
146,Nutritional status,"Evidence of local arrangements and written clinical protocols to ensure that people with cancer of the upper aerodigestive tract have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.",Structure,1,Nutritional status.S1,1,,
146,Nutritional status,"Proportion of people with cancer of the upper aerodigestive tract who have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.",Process,2,Nutritional status.P1,1,"The number in the denominator who have their nutritional status, including the need for a prophylactic tube, assessed at diagnosis.",The number of people diagnosed with cancer of the upper aerodigestive tract.
146,Nutritional status,Nutritional status of people with cancer of the upper aerodigestive tract.,Outcome,3,Nutritional status.O1,1,,
146,Clinical staging,Evidence of local arrangements and written clinical protocols to ensure that people with N3 upper aerodigestive tract cancer are offered systemic staging using FDG PET-CT.,Structure,4,Clinical staging.S1,1,,
146,Clinical staging,Evidence of local arrangements and written clinical protocols to ensure that people with T4 cancers of the hypopharynx and nasopharynx are offered systemic staging using FDG PET-CT.,Structure,5,Clinical staging.S2,2,,
146,Clinical staging,Proportion of people with N3 upper aerodigestive tract cancer who have systemic staging using FDG PET-CT.,Process,6,Clinical staging.P1,1,The number in the denominator who have systemic staging using FDG PET-CT.,The number of people with N3 upper aerodigestive tract cancer.
146,Clinical staging,Proportion of people with T4 cancers of the hypopharynx and nasopharynx who have systemic staging using FDG PET-CT.,Process,7,Clinical staging.P2,2,the number in the denominator who have systemic staging using FDG PET-CT.,the number of people with T4 cancers of the hypopharynx and nasopharynx.
146,Clinical staging,Rates of surgery or radiotherapy in people with advanced stage cancer of the upper aerodigestive tract.,Outcome,8,Clinical staging.O1,1,,
146,Clinical staging,Evidence of local arrangements and written clinical protocols to ensure that people with T4 cancers of the hypopharynx and nasopharynx are offered systemic staging using FDG PET-CT.,Structure,9,Clinical staging.S1,1,,
146,Clinical staging,Proportion of people with T4 cancers of the hypopharynx and nasopharynx who have systemic staging using FDG PET-CT.,Process,10,Clinical staging.P1,1,The number in the denominator who have systemic staging using FDG PET-CT.,The number of people with T4 cancers of the hypopharynx and nasopharynx.
146,Sentinel lymph node biopsy,Evidence of local arrangements and written clinical protocols to ensure that people with early stage oral cavity cancer who do not need cervical access as part of surgical management are offered sentinel lymph node biopsy as an alternative to elective neck dissection. ,Structure,11,Sentinel lymph node biopsy.S1,1,,
146,Sentinel lymph node biopsy,Proportion of people with early stage oral cavity cancer who do not need cervical access as part of surgical management who have sentinel lymph node biopsy as an alternative to elective neck dissection.,Process,12,Sentinel lymph node biopsy.P1,1,The number in the denominator who do not need cervical access as part of surgical management who have sentinel lymph node biopsy as an alternative to elective neck dissection.,The number of people with early stage oral cavity cancer.
146,Sentinel lymph node biopsy,Surgery-related morbidity for people with early stage oral cavity cancer.,Outcome,13,Sentinel lymph node biopsy.O1,1,,
146,Sentinel lymph node biopsy,Length of hospital stay for people with early stage oral cavity cancer.,Outcome,14,Sentinel lymph node biopsy.O2,2,,
146,Choice of treatment,Evidence of local arrangements and written clinical protocols to ensure that people with cancer of the upper aerodigestive tract are given a choice of either radiotherapy or surgery if both are suitable options for their type of cancer.,Structure,15,Choice of treatment.S1,1,,
146,Choice of treatment,Proportion of people with newly diagnosed T1b–T2 squamous cell carcinoma of the glottic larynx who are given a choice of surgery or radiotherapy.,Process,16,Choice of treatment.P1,1,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with newly diagnosed T1b–T2 squamous cell carcinoma of the glottic larynx.
146,Choice of treatment,Proportion of people with newly diagnosed T1–T2 squamous cell carcinoma of the supraglottic larynx who are given a choice of surgery or radiotherapy.,Process,17,Choice of treatment.P2,2,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with newly diagnosed T1–T2 squamous cell carcinoma of the supraglottic larynx.
146,Choice of treatment,Proportion of people with T1–2 N0 tumours of the oropharynx who are given a choice of surgery or radiotherapy.,Process,18,Choice of treatment.P3,3,The number in the denominator who are given a choice of surgery or radiotherapy.,The number of people with T1–2 N0 tumours of the oropharynx.
146,Choice of treatment,"Proportion of people with T3 squamous cell carcinoma of the larynx who are given a choice of either radiotherapy with concomitant chemotherapy or surgery with adjuvant radiotherapy, with or without concomitant chemotherapy.",Process,19,Choice of treatment.P4,4,"The number in the denominator who are given a choice of either radiotherapy with concomitant chemotherapy or surgery with adjuvant radiotherapy, with or without concomitant chemotherapy.",The number of people with T3 squamous cell carcinoma of the larynx.
146,Choice of treatment,Satisfaction with treatment for people with cancers of the upper aerodigestive tract that have similar outcomes from radiotherapy and surgery.,Outcome,20,Choice of treatment.O1,1,,
147,Making health and wellbeing an organisational priority ,Evidence of arrangements for a named senior manager to have responsibility for making employee health and wellbeing a core organisational priority. ,Structure,1,Making health and wellbeing an organisational priority .S1,1,,
147,Making health and wellbeing an organisational priority ,Evidence of arrangements for implementing an employee health and wellbeing strategy. ,Structure,2,Making health and wellbeing an organisational priority .S2,2,,
147,Making health and wellbeing an organisational priority ,Evidence of arrangements to incorporate health and wellbeing in all relevant policies and communications. ,Structure,3,Making health and wellbeing an organisational priority .S3,3,,
147,Making health and wellbeing an organisational priority ,Employee sickness absence rates.,Outcome,4,Making health and wellbeing an organisational priority .O1,1,,
147,Making health and wellbeing an organisational priority ,Employee retention rates.,Outcome,5,Making health and wellbeing an organisational priority .O2,2,,
147,Making health and wellbeing an organisational priority ,Employee satisfaction rates.,Outcome,6,Making health and wellbeing an organisational priority .O3,3,,
147,Role of line managers,Evidence that supporting employee health and wellbeing is included in any documents outlining the skills and knowledge that line managers need.,Structure,7,Role of line managers.S1,1,,
147,Role of line managers,Proportion of line managers whose job descriptions include supporting employee health and wellbeing.,Process,8,Role of line managers.P1,1,The number in the denominator whose job description includes supporting employee health and wellbeing.,The number of line managers in the organisation.
147,Role of line managers,Proportion of line managers whose performance reviews include an evaluation of how they support employee health and wellbeing.,Process,9,Role of line managers.P2,2,The number in the denominator whose performance reviews include an evaluation of how they support employee health and wellbeing.,The number of line managers in the organisation.
147,Role of line managers,Employee sickness absence rates.,Outcome,10,Role of line managers.O1,1,,
147,Role of line managers,Employee retention rates.,Outcome,11,Role of line managers.O2,2,,
147,Identifying and managing stress ,Evidence of arrangements to ensure that line managers are given training in how to recognise and support employees when they are experiencing stress.,Structure,12,Identifying and managing stress .S1,1,,
147,Identifying and managing stress ,Proportion of line managers who are trained to use a stress risk assessment to identify and respond to sources of stress. ,Process,13,Identifying and managing stress .P1,1,The number in the denominator who are trained to use a stress risk assessment to identify and respond to sources of stress.,The number of line managers in the organisation.
147,Identifying and managing stress ,Proportion of line managers who are trained to recognise the causes of stress.,Process,14,Identifying and managing stress .P2,2,The number in the denominator who are trained to recognise the causes of stress.,The number of line managers in the organisation.
147,Identifying and managing stress ,Proportion of line managers who receive information on sources of support for stress both inside and outside the workplace. ,Process,15,Identifying and managing stress .P3,3,The number in the denominator who receive information on sources of support for stress both inside and outside the workplace.,The number of line managers in the organisation.
147,Identifying and managing stress ,Identification of stress in employees.,Outcome,16,Identifying and managing stress .O1,1,,
147,Identifying and managing stress ,Support for employees experiencing stress.,Outcome,17,Identifying and managing stress .O2,2,,
147,Employee involvement in decision-making,Evidence of arrangements for staff engagement forums that enable employees to contribute to decision-making.,Structure,18,Employee involvement in decision-making.S1,1,,
147,Employee involvement in decision-making,Evidence of arrangements for feedback to employees on actions taken as a result of their contribution.,Structure,19,Employee involvement in decision-making.S2,2,,
147,Employee involvement in decision-making,Employee satisfaction rates.,Outcome,20,Employee involvement in decision-making.O1,1,,
147,Employee involvement in decision-making,Employee engagement.,Outcome,21,Employee involvement in decision-making.O2,2,,
147,Employee involvement in decision-making,Employee retention rates.,Outcome,22,Employee involvement in decision-making.O3,3,,
148,Identifying local priorities,Evidence of local arrangements for involving members of the local community in setting priorities for health and wellbeing initiatives.,Structure,1,Identifying local priorities.S1,1,,
148,Identifying local priorities,Priorities for health and wellbeing initiatives reflect what is important to members of the local communities.,Outcome,2,Identifying local priorities.O1,1,,
148,Identifying local priorities,"Community ownership of health and wellbeing initiatives, such as levels of participation, and breadth of local community representation on committees, boards and other groups. ",Outcome,3,Identifying local priorities.O2,2,,
148,Evaluation,Evidence of local arrangements for involving members of the local community in monitoring and evaluating local health and wellbeing initiatives as soon as the priorities are agreed.,Structure,4,Evaluation.S1,1,,
148,Evaluation,Evidence of local arrangements for involving members of the local community in agreeing what to measure to illustrate the impact of the initiative once the priorities are agreed. ,Structure,5,Evaluation.S2,2,,
148,Evaluation,Proportion of local health and wellbeing initiatives monitored against measures agreed within the evaluation plan.,Process,6,Evaluation.P1,1,Number in the denominator monitored against measures agreed within the plan.,Number of local health and wellbeing initiatives with an evaluation plan.
148,Evaluation,Proportion of local health and wellbeing initiatives with an evaluation plan that provide feedback to the engaged members of the local communities.,Process,7,Evaluation.P2,2,Number in the denominator that provide feedback to the engaged members of the local communities.,Number of local health and wellbeing initiatives with an evaluation plan.
148,Evaluation,Evaluation providing information as identified within the evaluation plan.,Outcome,8,Evaluation.O1,1,,
148,Evaluation,Increased social engagement within local communities,Outcome,9,Evaluation.O2,2,,
148,Evaluation,Empowered members of local communities that understand the impact of the initiatives they are involved in.,Outcome,10,Evaluation.O3,3,,
148,Identifying community assets,Evidence of local arrangements to ensure that members of the local community are involved in identifying skills within the community as part of health and wellbeing initiatives. ,Structure,11,Identifying community assets.S1,1,,
148,Identifying community assets,Evidence of local arrangements to ensure that members of the local community are involved in identifying knowledge within the community as part of health and wellbeing initiatives. ,Structure,12,Identifying community assets.S2,2,,
148,Identifying community assets,Evidence of local arrangements to ensure that members of the local community are involved in identifying networks within the community as part of health and wellbeing initiatives. ,Structure,13,Identifying community assets.S3,3,,
148,Identifying community assets,Evidence of local arrangements to ensure that members of the local community are involved in identifying relationships within the community as part of health and wellbeing initiatives. ,Structure,14,Identifying community assets.S4,4,,
148,Identifying community assets,Evidence of local arrangements to ensure that members of the local community are involved in identifying facilities within the community as part of health and wellbeing initiatives. ,Structure,15,Identifying community assets.S5,5,,
148,Identifying community assets,Evidence of local arrangements to ensure that the joint strategic needs assessment includes the identification of community assets.,Structure,16,Identifying community assets.S6,6,,
148,Identifying community assets,Community members are recognised as assets and feel valued by the commissioners.,Outcome,17,Identifying community assets.O1,1,,
148,Identifying community assets,Local communities and commissioners work together to recognise existing assets that health and wellbeing initiatives can be built on.,Outcome,18,Identifying community assets.O2,2,,
148,Peer and lay roles,Evidence of local arrangements to actively recruit members of the community to take on peer and lay roles for local health and wellbeing initiatives.,Structure,19,Peer and lay roles.S1,1,,
148,Peer and lay roles,Evidence of local specification of the roles and responsibilities of members of the community taking on peer and lay roles.,Structure,20,Peer and lay roles.S2,2,,
148,Peer and lay roles,Evidence of local arrangements to support members of the community taking on peer and lay roles to fulfil these roles.,Structure,21,Peer and lay roles.S3,3,,
148,Peer and lay roles,Community members are provided with information and support to improve their health and wellbeing by members of the same community or from people with similar backgrounds.,Outcome,22,Peer and lay roles.O1,1,,
148,Peer and lay roles,"Effective communication between statutory, community and voluntary organisations and members of the local community.",Outcome,23,Peer and lay roles.O2,2,,
148,Peer and lay roles,Community members in peer and lay roles are actively involved in organising and delivering health and wellbeing initiatives.,Outcome,24,Peer and lay roles.O3,3,,
149,Assessment of fragility fracture risk,"Evidence of local arrangements to ensure that adults who have had a fragility fracture, use systemic glucocorticoids or have a history of falls, have an assessment of their fracture risk.",Structure,1,Assessment of fragility fracture risk.S1,1,,
149,Assessment of fragility fracture risk,Proportion of adults who have had a fragility fracture who have an assessment of their fracture risk.,Process,2,Assessment of fragility fracture risk.P1,1,the number in the denominator who have an assessment of their fracture risk.,the number of adults who have had a fragility fracture.
149,Assessment of fragility fracture risk,Proportion of adults who use systemic glucocorticoids who have an assessment of their fracture risk.,Process,3,Assessment of fragility fracture risk.P2,2,the number in the denominator who have an assessment of their fracture risk.,the number of adults who use systemic glucocorticoids.
149,Assessment of fragility fracture risk,Proportion of adults aged 50 and over who have a history of falls who have an assessment of their fracture risk.,Process,4,Assessment of fragility fracture risk.P3,3,the number in the denominator who have an assessment of their fracture risk.,the number of adults aged 50 and over who have a history of falls.
149,Assessment of fragility fracture risk,Incidence of fragility fractures.,Outcome,5,Assessment of fragility fracture risk.O1,1,,
149,Starting drug treatment,Evidence of local arrangements to ensure that adults at high risk of fragility fracture are offered drug treatment to reduce fracture risk.,Structure,6,Starting drug treatment.S1,1,,
149,Starting drug treatment,Proportion of adults at high risk of fragility fracture receiving drug treatment to reduce fracture risk.,Process,7,Starting drug treatment.P1,1,the number in the denominator who receive drug treatment to reduce fracture risk.,the number of adults at high risk of fragility fracture.
149,Starting drug treatment,Incidence of fragility fractures.,Outcome,8,Starting drug treatment.O1,1,,
149,Starting drug treatment,Hospital admission rates for fragility fractures.,Outcome,9,Starting drug treatment.O2,2,,
149,Adverse effects and adherence to treatment,Evidence of local arrangements to ensure that adults prescribed drug treatment to reduce fracture risk are asked about adverse effects and adherence to treatment at each medication review.,Structure,10,Adverse effects and adherence to treatment.S1,1,,
149,Adverse effects and adherence to treatment,Proportion of medication reviews for adults prescribed drug treatment to reduce fracture risk that include a record of adverse effects and adherence to treatment.,Process,11,Adverse effects and adherence to treatment.P1,1,the number in the denominator that include a record of adverse effects and adherence to treatment.,the number of medication reviews for adults prescribed drug treatment to reduce fracture risk.
149,Adverse effects and adherence to treatment,Adults adhering to drug treatment to reduce fracture risk.,Outcome,12,Adverse effects and adherence to treatment.O1,1,,
149,Adverse effects and adherence to treatment,Incidence of fragility fracture.,Outcome,13,Adverse effects and adherence to treatment.O2,2,,
149,Long-term follow-up,Evidence of local arrangements to ensure that adults taking zoledronic acid for 3 years have a review of the need for continuing treatment.,Structure,14,Long-term follow-up.S1,1,,
149,Long-term follow-up,"Evidence of local arrangements to ensure that adults taking alendronate, ibandronate or risedronate for 5 years have a review of the need for continuing treatment.",Structure,15,Long-term follow-up.S2,2,,
149,Long-term follow-up,Proportion of adults taking zoledronic acid for 3 years who have a review of the need for continuing treatment.,Process,16,Long-term follow-up.P1,1,the number in the denominator who have a review of the need for continuing treatment.,the number of adults taking zoledronic acid for 3 years.
149,Long-term follow-up,"Proportion of adults taking alendronate, ibandronate or risedronate for 5 years who have a review of the need for continuing treatment.",Process,17,Long-term follow-up.P2,2,the number in the denominator who have a review of the need for continuing treatment.,"the number of adults taking alendronate, ibandronate or risedronate for 5 years."
149,Long-term follow-up,Patient satisfaction with long-term bisphosphonate therapy.,Outcome,18,Long-term follow-up.O1,1,,
149,Long-term follow-up,Health-related quality of life for adults having long-term bisphosphonate therapy.,Outcome,19,Long-term follow-up.O2,2,,
150,,"Evidence of local arrangements to ensure that people with haematological cancer have an integrated report produced by a SIHMDS, containing all clinical information relevant to management, that is shared with the haemato-oncology MDT.",Structure,1,.S1,1,,
150,,Proportion of people with haematological cancer who have an integrated report produced by a SIHMDS.,Process,2,.P1,1,The number in the denominator who have an integrated report produced by a SIHMDS.,The number of people with haematological cancer.
150,,Number of integrated reports produced by a SIHMDS that are shared with the haemato-oncology MDT.,Process,3,.P2,2,The number in the denominator that are shared with the haemato-oncology MDT.,The number of SIHMDS integrated reports.
150,,Discontinuation of treatment.,Outcome,4,.O1,1,,
150,,Evidence of local arrangements to ensure that young people and adults with specific subtypes of non-Hodgkin's lymphoma have staging using FDG-PET-CT.,Structure,5,.S1,1,,
150,,Proportion of young people and adults with stage I diffuse large B-cell lymphoma who have staging using FDG-PET-CT.,Process,6,.P1,1,The number in the denominator who have staging using FDG-PET-CT.,The number of young people and adults with stage I diffuse large B-cell lymphoma.
150,,Proportion of young people and adults with stage I or localised stage II follicular lymphoma for whom radiotherapy would be technically possible who have staging using FDG-PET-CT.,Process,7,.P2,2,The number in the denominator who have staging using FDG-PET-CT.,The number of young people and adults with stage I or localised stage II follicular lymphoma for whom radiotherapy would be technically possible.
150,,Proportion of young people and adults with stage I or II Burkitt lymphoma with other low-risk features who have staging using FDG-PET-CT.,Process,8,.P3,3,The number in the denominator who have staging using FDG-PET-CT.,The number of young people and adults with stage I or II Burkitt lymphoma with other low-risk features.
150,,Number of young people and adults with specific subtypes of non-Hodgkin's lymphoma who have accurate staging.,Outcome,9,.O1,1,,
150,,Treatment appropriate to the subtype of non-Hodgkin's lymphoma.,Outcome,10,.O2,2,,
150,,Evidence of local arrangements to ensure that young people and adults with localised stage IIA follicular lymphoma have local radiotherapy as first-line treatment.,Structure,11,.S1,1,,
150,,Proportion of young people and adults with localised stage IIA follicular lymphoma who receive local radiotherapy as first-line treatment.,Process,12,.P1,1,The number in the denominator who receive local radiotherapy as first-line treatment.,The number of young people and adults with localised stage IIA follicular lymphoma.
150,,Survival rates for young people and adults with localised stage IIA follicular lymphoma.,Outcome,13,.O1,1,,
150,,Evidence of local arrangements to ensure that young people and adults who have had treatment for non-Hodgkin's lymphoma or myeloma have a discussion about their end-of-treatment summary plan when they complete their treatment.,Structure,14,.S1,1,,
150,,Proportion of young people and adults who have completed their treatment for non-Hodgkin's lymphoma and who have a discussion about their end-of-treatment summary plan.,Process,15,.P1,1,The number in the denominator who have a discussion about their end-of-treatment summary plan.,The number of young people and adults who have completed their treatment for non-Hodgkin's lymphoma.
150,,Proportion of young people and adults who have completed their treatment for myeloma and who have a discussion about their end-of-treatment summary plan.,Process,16,.P2,2,The number in the denominator who have a discussion about their end-of-treatment summary plan.,The number of young people and adults who have completed their treatment for myeloma.
